,prolific_id_NONE,prolific_id_robot,prolific_id_human,question_NONE,question_robot,question_human,score_NONE,score_robot,score_human,average_over_questions_NONE,average_over_questions_robot,average_over_questions_human
0,5cd168e9f651de0015a062d2,5b7c89c4db11320001c43c05,5c955419bd4bd9001995fa47,q1,q1,q1,5.0,6.0,5.0,5.0,5.875,4.375
1,5ce16d99dd4e16001971d693,5c5d09991bca630001ea7cb5,5cf91e3f1756e60017a30568,q1,q1,q1,6.0,5.0,3.0,6.0,4.0,4.625
2,5c486433929dc500011c908a,5d7d75f4ea2fe40001dff5a4,591a1f4800a5650001276188,q1,q1,q1,5.0,5.0,4.0,5.25,5.25,4.0
3,59ba957d3a9ab60001118fc2,5c56550e54f9d30001db7f50,5c4a45dda8c31a000141a752,q1,q1,q1,3.0,4.0,2.0,2.5,4.5,3.25
4,5d6bbd83a9d20a0001de4c75,598c282ccceb0f0001b39660,5c314de6d5fc960001d2cb93,q1,q1,q1,4.0,2.0,5.0,3.75,3.625,5.0
5,5dae25fc2e361800135fbd02,57f697c6733f560001b5898b,5b58be8a51ac08000194fcd4,q1,q1,q1,5.0,6.0,4.0,3.625,3.25,3.375
6,5d3067ad3c028b001782ab68,5b213220809d160001a2c36d,5c9aa9ba39138e00169a4eb6,q1,q1,q1,5.0,6.0,6.0,4.625,4.625,5.875
7,5b212164cfbf200001cfb3ad,5d07da55ac77d8001580abb4,5aad8499e1546900019aef29,q1,q1,q1,2.0,3.0,5.0,2.75,3.75,4.625
8,5c4d7aa4d3a5e30001834302,5d20e2135278fa00014814c0,5d6048d1a57d77001e8950e1,q1,q1,q1,1.0,4.0,6.0,2.0,5.0,5.5
9,5bafd12a70f8df0001be84a7,5d851419d126db0001cf0396,5db06d09b3844500159a0619,q1,q1,q1,5.0,1.0,4.0,4.75,5.375,3.875
10,5d820531b677580001847761,5c741cdd2af891001707e1e8,5dcab789be3c0f79130c7319,q1,q1,q1,6.0,6.0,5.0,5.75,5.25,4.875
11,5d84e6c5e1adea00016d2a45,5d9c8a8033801b00145a6803,5cb08b95600ba8001213,q1,q1,q1,6.0,5.0,2.0,5.125,5.0,4.0
12,5c59b060c16a6a0001c09337,5be2e7e491deed00015adcb0,5d6e3252dfe6d10001dbe508,q1,q1,q1,4.0,2.0,4.0,3.0,3.0,4.0
13,5d0a5e869b4ee500013d5575,597b0c6ed573480001404b95,5cf9a6420a472100181f587b,q1,q1,q1,4.0,3.0,5.0,3.875,4.0,5.625
14,5cbcd05c56524100013b19c0,5d20d449ebebd10001cb2740,5c6ae4c31b9d0e000190bacc,q1,q1,q1,0.0,4.0,2.0,2.375,5.125,4.125
15,5d8896bd68b5810019745311,5b745e5224dc7900017e0d3e,5d9f841f22ef1f0014f46a8e,q1,q1,q1,5.0,4.0,0.0,5.25,3.75,4.5
16,5c976a80bfb5690001eeeb84,5d540a99a620c10016640923,5a81a392190420000155d6df,q1,q1,q1,6.0,4.0,5.0,5.75,4.25,4.875
17,5d8125f63d05eb0001731115,5d7b411b16c9af0001b42540,5c1ac1c637dd01000114e36a,q1,q1,q1,2.0,5.0,5.0,3.375,4.75,5.25
18,592f1045bb4ce30001bd4fba,5728fa200802f2000f3ef195,5d5f97f4eea49d0019483080,q1,q1,q1,3.0,6.0,4.0,4.5,5.875,4.375
19,5d7df958cb6cf00001399929,5d83908c167afc00192098da,5d6c16f881a8ae00014d49d2,q1,q1,q1,6.0,6.0,4.0,6.0,5.5,5.375
20,5d893d3fc993870001ccd14e,5d697ea28572fc000126b779,5d7d78aeb7d4db001acb0da0,q1,q1,q1,6.0,6.0,4.0,5.875,5.875,4.375
21,5db29ce254945b003c8ef699,5b94df0a1aea7c00010a9668,5c51dd37c91d1100017760b8,q1,q1,q1,5.0,6.0,5.0,4.5,5.375,5.875
22,5c84014bd34170000141b8d6,5d4043f25458cb0001d164a0,5c82f678a4c44a001484dc00,q1,q1,q1,3.0,4.0,1.0,5.125,4.375,3.25
23,5ace82e135eccf0001a11c96,5d02c8fb0b54cc0019dad435,5c897696146e370001e063c9,q1,q1,q1,4.0,6.0,4.0,4.5,6.0,4.625
24,5d1cbebd56f8cf0015425d2a,5d19cf08a61758001a10f45d,5c4e7b34620ba700010c5dc6,q1,q1,q1,5.0,4.0,3.0,4.875,3.875,3.0
25,5b222aff59f9620001c109cb,5aa8890a35237b0001131ea3,5bdf91dbb32fa800012ea282,q1,q1,q1,6.0,5.0,4.0,5.0,4.375,5.375
26,5c65f80affc8240001bf6b8a,5bf70f0918430e000185be88,5cb8a8ac317b170001412c87,q1,q1,q1,5.0,4.0,5.0,5.125,2.625,5.375
27,5be385ba24f70e00018b0024,5c862845c2ceec001719a6bd,5d7f8ffae664ab001967d9d3,q1,q1,q1,4.0,5.0,6.0,3.75,5.25,5.375
28,5901cf755b40770001f29ca6,5c5c54c900b69200011bb9b2,5d3873197860c8001a106e02,q1,q1,q1,5.0,4.0,6.0,4.75,3.5,6.0
29,5c6244086937550001232ae6,578901354a84da00014c41cf,5da03c3607c83700140a3d8f,q1,q1,q1,4.0,5.0,5.0,3.5,5.25,5.625
30,5a23f9a9d6fdbc00011c9572,5c4196dae14431000107574d,5c5d821f82757f0001347ea4,q1,q1,q1,5.0,2.0,5.0,4.75,3.0,4.375
31,5b745aefcaefde0001f08744,5d4d038ec270cd001931da3e,59f8868e05d1d60001f1464d,q1,q1,q1,4.0,5.0,6.0,4.375,5.25,5.5
32,5d31b301d509220001684de5,5c5297ba1841c80001393988,5b0eedb316768100010f9023,q1,q1,q1,1.0,3.0,5.0,2.25,3.375,4.75
33,5769c881c8a90000010d9896,5d242f0f7e87460001593ce1,5cfd098ecfcee60001c251d6,q1,q1,q1,5.0,4.0,5.0,5.25,3.5,5.75
34,5d2eb5cf13d28c001ab7be8a,5932e2c8b97ad00001745487,5c13ea66afe26c00014d8f05,q1,q1,q1,1.0,3.0,0.0,3.5,3.75,1.5
35,5d4c07075736bc0018d3d811,5bef1fe8165b120001bb671e,5b5737d3afbff4000112d2f8,q1,q1,q1,2.0,4.0,6.0,4.125,4.125,5.625
36,5c52016a3146f80001d47b26,5c7c7e42f48c6d0016f6ff9d,5c6eb542045a21000126ab53,q1,q1,q1,4.0,5.0,5.0,4.125,5.25,4.25
37,5c95017e6357fb0012ef46c4,5c32116524d16c00015b106c,5d04c56a0b54cc0001dad608,q1,q1,q1,1.0,6.0,5.0,0.25,6.0,5.125
38,5d7a015cb8c68b0001449a1f,5cc319416dd042000148019e,5c676d436f250200012a04e8,q1,q1,q1,6.0,4.0,2.0,5.875,4.375,3.375
39,5d064feb2f150e001aa0287f,5d3899e31c8fb9001ca6183c,599be413e6e73e00018726a3,q1,q1,q1,5.0,4.0,2.0,5.625,5.375,2.0
40,5baa56ebb3b5400001ce6dee,5c49b156f5e26d0001479b44,5c955419bd4bd9001995fa47,q1,q1,q2,4.0,5.0,5.0,3.5,4.75,
41,59dc458f77860e000151240e,5d4254db5b2c430001418a3c,5cf91e3f1756e60017a30568,q1,q1,q2,5.0,2.0,4.0,5.375,3.125,
42,5ce19948d4b2a30018dd69a7,5b7c89c4db11320001c43c05,591a1f4800a5650001276188,q1,q2,q2,5.0,6.0,4.0,5.125,,
43,5cd168e9f651de0015a062d2,5c5d09991bca630001ea7cb5,5c4a45dda8c31a000141a752,q2,q2,q2,5.0,6.0,5.0,,,
44,5ce16d99dd4e16001971d693,5d7d75f4ea2fe40001dff5a4,5c314de6d5fc960001d2cb93,q2,q2,q2,6.0,5.0,5.0,,,
45,5c486433929dc500011c908a,5c56550e54f9d30001db7f50,5b58be8a51ac08000194fcd4,q2,q2,q2,6.0,5.0,5.0,,,
46,59ba957d3a9ab60001118fc2,598c282ccceb0f0001b39660,5c9aa9ba39138e00169a4eb6,q2,q2,q2,5.0,4.0,6.0,,,
47,5d6bbd83a9d20a0001de4c75,57f697c6733f560001b5898b,5aad8499e1546900019aef29,q2,q2,q2,4.0,6.0,4.0,,,
48,5dae25fc2e361800135fbd02,5b213220809d160001a2c36d,5d6048d1a57d77001e8950e1,q2,q2,q2,3.0,6.0,5.0,,,
49,5d3067ad3c028b001782ab68,5d07da55ac77d8001580abb4,5db06d09b3844500159a0619,q2,q2,q2,4.0,4.0,4.0,,,
50,5b212164cfbf200001cfb3ad,5d20e2135278fa00014814c0,5dcab789be3c0f79130c7319,q2,q2,q2,1.0,6.0,4.0,,,
51,5c4d7aa4d3a5e30001834302,5d851419d126db0001cf0396,5cb08b95600ba8001213,q2,q2,q2,2.0,6.0,5.0,,,
52,5bafd12a70f8df0001be84a7,5c741cdd2af891001707e1e8,5d6e3252dfe6d10001dbe508,q2,q2,q2,4.0,6.0,3.0,,,
53,5d820531b677580001847761,5d9c8a8033801b00145a6803,5cf9a6420a472100181f587b,q2,q2,q2,6.0,4.0,6.0,,,
54,5d84e6c5e1adea00016d2a45,5be2e7e491deed00015adcb0,5c6ae4c31b9d0e000190bacc,q2,q2,q2,6.0,5.0,6.0,,,
55,5c59b060c16a6a0001c09337,597b0c6ed573480001404b95,5d9f841f22ef1f0014f46a8e,q2,q2,q2,5.0,5.0,6.0,,,
56,5d0a5e869b4ee500013d5575,5d20d449ebebd10001cb2740,5a81a392190420000155d6df,q2,q2,q2,4.0,4.0,4.0,,,
57,5cbcd05c56524100013b19c0,5b745e5224dc7900017e0d3e,5c1ac1c637dd01000114e36a,q2,q2,q2,1.0,6.0,5.0,,,
58,5d8896bd68b5810019745311,5d540a99a620c10016640923,5d5f97f4eea49d0019483080,q2,q2,q2,5.0,5.0,6.0,,,
59,5c976a80bfb5690001eeeb84,5d7b411b16c9af0001b42540,5d6c16f881a8ae00014d49d2,q2,q2,q2,6.0,5.0,6.0,,,
60,5d8125f63d05eb0001731115,5728fa200802f2000f3ef195,5d7d78aeb7d4db001acb0da0,q2,q2,q2,5.0,6.0,5.0,,,
61,592f1045bb4ce30001bd4fba,5d83908c167afc00192098da,5c51dd37c91d1100017760b8,q2,q2,q2,6.0,6.0,6.0,,,
62,5d7df958cb6cf00001399929,5d697ea28572fc000126b779,5c82f678a4c44a001484dc00,q2,q2,q2,6.0,6.0,5.0,,,
63,5d893d3fc993870001ccd14e,5b94df0a1aea7c00010a9668,5c897696146e370001e063c9,q2,q2,q2,6.0,4.0,6.0,,,
64,5db29ce254945b003c8ef699,5d4043f25458cb0001d164a0,5c4e7b34620ba700010c5dc6,q2,q2,q2,3.0,5.0,2.0,,,
65,5c84014bd34170000141b8d6,5d02c8fb0b54cc0019dad435,5bdf91dbb32fa800012ea282,q2,q2,q2,5.0,6.0,5.0,,,
66,5ace82e135eccf0001a11c96,5d19cf08a61758001a10f45d,5cb8a8ac317b170001412c87,q2,q2,q2,6.0,4.0,6.0,,,
67,5d1cbebd56f8cf0015425d2a,5aa8890a35237b0001131ea3,5d7f8ffae664ab001967d9d3,q2,q2,q2,5.0,5.0,6.0,,,
68,5b222aff59f9620001c109cb,5bf70f0918430e000185be88,5d3873197860c8001a106e02,q2,q2,q2,6.0,5.0,6.0,,,
69,5c65f80affc8240001bf6b8a,5c862845c2ceec001719a6bd,5da03c3607c83700140a3d8f,q2,q2,q2,5.0,5.0,6.0,,,
70,5be385ba24f70e00018b0024,5c5c54c900b69200011bb9b2,5c5d821f82757f0001347ea4,q2,q2,q2,5.0,4.0,5.0,,,
71,5901cf755b40770001f29ca6,578901354a84da00014c41cf,59f8868e05d1d60001f1464d,q2,q2,q2,5.0,6.0,6.0,,,
72,5c6244086937550001232ae6,5c4196dae14431000107574d,5b0eedb316768100010f9023,q2,q2,q2,4.0,3.0,2.0,,,
73,5a23f9a9d6fdbc00011c9572,5d4d038ec270cd001931da3e,5cfd098ecfcee60001c251d6,q2,q2,q2,6.0,5.0,6.0,,,
74,5b745aefcaefde0001f08744,5c5297ba1841c80001393988,5c13ea66afe26c00014d8f05,q2,q2,q2,6.0,6.0,2.0,,,
75,5d31b301d509220001684de5,5d242f0f7e87460001593ce1,5b5737d3afbff4000112d2f8,q2,q2,q2,2.0,5.0,6.0,,,
76,5769c881c8a90000010d9896,5932e2c8b97ad00001745487,5c6eb542045a21000126ab53,q2,q2,q2,5.0,5.0,5.0,,,
77,5d2eb5cf13d28c001ab7be8a,5bef1fe8165b120001bb671e,5d04c56a0b54cc0001dad608,q2,q2,q2,6.0,4.0,5.0,,,
78,5d4c07075736bc0018d3d811,5c7c7e42f48c6d0016f6ff9d,5c676d436f250200012a04e8,q2,q2,q2,6.0,6.0,3.0,,,
79,5c52016a3146f80001d47b26,5c32116524d16c00015b106c,599be413e6e73e00018726a3,q2,q2,q2,5.0,6.0,1.0,,,
80,5c95017e6357fb0012ef46c4,5cc319416dd042000148019e,5c955419bd4bd9001995fa47,q2,q2,q3,1.0,6.0,4.0,,,
81,5d7a015cb8c68b0001449a1f,5d3899e31c8fb9001ca6183c,5cf91e3f1756e60017a30568,q2,q2,q3,6.0,6.0,5.0,,,
82,5d064feb2f150e001aa0287f,5c49b156f5e26d0001479b44,591a1f4800a5650001276188,q2,q2,q3,6.0,5.0,3.0,,,
83,5baa56ebb3b5400001ce6dee,5d4254db5b2c430001418a3c,5c4a45dda8c31a000141a752,q2,q2,q3,5.0,1.0,2.0,,,
84,59dc458f77860e000151240e,5b7c89c4db11320001c43c05,5c314de6d5fc960001d2cb93,q2,q3,q3,6.0,6.0,5.0,,,
85,5ce19948d4b2a30018dd69a7,5c5d09991bca630001ea7cb5,5b58be8a51ac08000194fcd4,q2,q3,q3,6.0,3.0,4.0,,,
86,5cd168e9f651de0015a062d2,5d7d75f4ea2fe40001dff5a4,5c9aa9ba39138e00169a4eb6,q3,q3,q3,5.0,5.0,6.0,,,
87,5ce16d99dd4e16001971d693,5c56550e54f9d30001db7f50,5aad8499e1546900019aef29,q3,q3,q3,6.0,5.0,3.0,,,
88,5c486433929dc500011c908a,598c282ccceb0f0001b39660,5d6048d1a57d77001e8950e1,q3,q3,q3,5.0,1.0,6.0,,,
89,59ba957d3a9ab60001118fc2,57f697c6733f560001b5898b,5db06d09b3844500159a0619,q3,q3,q3,0.0,3.0,4.0,,,
90,5d6bbd83a9d20a0001de4c75,5b213220809d160001a2c36d,5dcab789be3c0f79130c7319,q3,q3,q3,4.0,3.0,4.0,,,
91,5dae25fc2e361800135fbd02,5d07da55ac77d8001580abb4,5cb08b95600ba8001213,q3,q3,q3,5.0,1.0,5.0,,,
92,5d3067ad3c028b001782ab68,5d20e2135278fa00014814c0,5d6e3252dfe6d10001dbe508,q3,q3,q3,4.0,4.0,5.0,,,
93,5b212164cfbf200001cfb3ad,5d851419d126db0001cf0396,5cf9a6420a472100181f587b,q3,q3,q3,2.0,6.0,6.0,,,
94,5c4d7aa4d3a5e30001834302,5c741cdd2af891001707e1e8,5c6ae4c31b9d0e000190bacc,q3,q3,q3,1.0,4.0,3.0,,,
95,5bafd12a70f8df0001be84a7,5d9c8a8033801b00145a6803,5d9f841f22ef1f0014f46a8e,q3,q3,q3,5.0,4.0,6.0,,,
96,5d820531b677580001847761,5be2e7e491deed00015adcb0,5a81a392190420000155d6df,q3,q3,q3,6.0,3.0,3.0,,,
97,5d84e6c5e1adea00016d2a45,597b0c6ed573480001404b95,5c1ac1c637dd01000114e36a,q3,q3,q3,4.0,4.0,5.0,,,
98,5c59b060c16a6a0001c09337,5d20d449ebebd10001cb2740,5d5f97f4eea49d0019483080,q3,q3,q3,4.0,5.0,3.0,,,
99,5d0a5e869b4ee500013d5575,5b745e5224dc7900017e0d3e,5d6c16f881a8ae00014d49d2,q3,q3,q3,3.0,3.0,6.0,,,
100,5cbcd05c56524100013b19c0,5d540a99a620c10016640923,5d7d78aeb7d4db001acb0da0,q3,q3,q3,2.0,3.0,4.0,,,
101,5d8896bd68b5810019745311,5d7b411b16c9af0001b42540,5c51dd37c91d1100017760b8,q3,q3,q3,5.0,5.0,6.0,,,
102,5c976a80bfb5690001eeeb84,5728fa200802f2000f3ef195,5c82f678a4c44a001484dc00,q3,q3,q3,6.0,6.0,1.0,,,
103,5d8125f63d05eb0001731115,5d83908c167afc00192098da,5c897696146e370001e063c9,q3,q3,q3,3.0,5.0,1.0,,,
104,592f1045bb4ce30001bd4fba,5d697ea28572fc000126b779,5c4e7b34620ba700010c5dc6,q3,q3,q3,4.0,6.0,3.0,,,
105,5d7df958cb6cf00001399929,5b94df0a1aea7c00010a9668,5bdf91dbb32fa800012ea282,q3,q3,q3,6.0,5.0,6.0,,,
106,5d893d3fc993870001ccd14e,5d4043f25458cb0001d164a0,5cb8a8ac317b170001412c87,q3,q3,q3,6.0,4.0,4.0,,,
107,5db29ce254945b003c8ef699,5d02c8fb0b54cc0019dad435,5d7f8ffae664ab001967d9d3,q3,q3,q3,4.0,6.0,6.0,,,
108,5c84014bd34170000141b8d6,5d19cf08a61758001a10f45d,5d3873197860c8001a106e02,q3,q3,q3,6.0,3.0,6.0,,,
109,5ace82e135eccf0001a11c96,5aa8890a35237b0001131ea3,5da03c3607c83700140a3d8f,q3,q3,q3,4.0,4.0,6.0,,,
110,5d1cbebd56f8cf0015425d2a,5bf70f0918430e000185be88,5c5d821f82757f0001347ea4,q3,q3,q3,5.0,1.0,3.0,,,
111,5b222aff59f9620001c109cb,5c862845c2ceec001719a6bd,59f8868e05d1d60001f1464d,q3,q3,q3,5.0,6.0,5.0,,,
112,5c65f80affc8240001bf6b8a,5c5c54c900b69200011bb9b2,5b0eedb316768100010f9023,q3,q3,q3,4.0,2.0,5.0,,,
113,5be385ba24f70e00018b0024,578901354a84da00014c41cf,5cfd098ecfcee60001c251d6,q3,q3,q3,4.0,5.0,6.0,,,
114,5901cf755b40770001f29ca6,5c4196dae14431000107574d,5c13ea66afe26c00014d8f05,q3,q3,q3,4.0,4.0,1.0,,,
115,5c6244086937550001232ae6,5d4d038ec270cd001931da3e,5b5737d3afbff4000112d2f8,q3,q3,q3,3.0,5.0,6.0,,,
116,5a23f9a9d6fdbc00011c9572,5c5297ba1841c80001393988,5c6eb542045a21000126ab53,q3,q3,q3,5.0,0.0,4.0,,,
117,5b745aefcaefde0001f08744,5d242f0f7e87460001593ce1,5d04c56a0b54cc0001dad608,q3,q3,q3,4.0,3.0,4.0,,,
118,5d31b301d509220001684de5,5932e2c8b97ad00001745487,5c676d436f250200012a04e8,q3,q3,q3,1.0,3.0,2.0,,,
119,5769c881c8a90000010d9896,5bef1fe8165b120001bb671e,599be413e6e73e00018726a3,q3,q3,q3,5.0,5.0,1.0,,,
120,5d2eb5cf13d28c001ab7be8a,5c7c7e42f48c6d0016f6ff9d,5c955419bd4bd9001995fa47,q3,q3,q4,2.0,5.0,5.0,,,
121,5d4c07075736bc0018d3d811,5c32116524d16c00015b106c,5cf91e3f1756e60017a30568,q3,q3,q4,3.0,6.0,5.0,,,
122,5c52016a3146f80001d47b26,5cc319416dd042000148019e,591a1f4800a5650001276188,q3,q3,q4,4.0,2.0,5.0,,,
123,5c95017e6357fb0012ef46c4,5d3899e31c8fb9001ca6183c,5c4a45dda8c31a000141a752,q3,q3,q4,0.0,5.0,4.0,,,
124,5d7a015cb8c68b0001449a1f,5c49b156f5e26d0001479b44,5c314de6d5fc960001d2cb93,q3,q3,q4,6.0,5.0,6.0,,,
125,5d064feb2f150e001aa0287f,5d4254db5b2c430001418a3c,5b58be8a51ac08000194fcd4,q3,q3,q4,5.0,2.0,3.0,,,
126,5baa56ebb3b5400001ce6dee,5b7c89c4db11320001c43c05,5c9aa9ba39138e00169a4eb6,q3,q4,q4,5.0,6.0,6.0,,,
127,59dc458f77860e000151240e,5c5d09991bca630001ea7cb5,5aad8499e1546900019aef29,q3,q4,q4,4.0,3.0,5.0,,,
128,5ce19948d4b2a30018dd69a7,5d7d75f4ea2fe40001dff5a4,5d6048d1a57d77001e8950e1,q3,q4,q4,4.0,5.0,6.0,,,
129,5cd168e9f651de0015a062d2,5c56550e54f9d30001db7f50,5db06d09b3844500159a0619,q4,q4,q4,6.0,5.0,4.0,,,
130,5ce16d99dd4e16001971d693,598c282ccceb0f0001b39660,5dcab789be3c0f79130c7319,q4,q4,q4,6.0,5.0,6.0,,,
131,5c486433929dc500011c908a,57f697c6733f560001b5898b,5cb08b95600ba8001213,q4,q4,q4,6.0,4.0,5.0,,,
132,59ba957d3a9ab60001118fc2,5b213220809d160001a2c36d,5d6e3252dfe6d10001dbe508,q4,q4,q4,3.0,6.0,3.0,,,
133,5d6bbd83a9d20a0001de4c75,5d07da55ac77d8001580abb4,5cf9a6420a472100181f587b,q4,q4,q4,4.0,3.0,6.0,,,
134,5dae25fc2e361800135fbd02,5d20e2135278fa00014814c0,5c6ae4c31b9d0e000190bacc,q4,q4,q4,4.0,6.0,4.0,,,
135,5d3067ad3c028b001782ab68,5d851419d126db0001cf0396,5d9f841f22ef1f0014f46a8e,q4,q4,q4,5.0,6.0,6.0,,,
136,5b212164cfbf200001cfb3ad,5c741cdd2af891001707e1e8,5a81a392190420000155d6df,q4,q4,q4,2.0,5.0,6.0,,,
137,5c4d7aa4d3a5e30001834302,5d9c8a8033801b00145a6803,5c1ac1c637dd01000114e36a,q4,q4,q4,1.0,5.0,6.0,,,
138,5bafd12a70f8df0001be84a7,5be2e7e491deed00015adcb0,5d5f97f4eea49d0019483080,q4,q4,q4,4.0,4.0,5.0,,,
139,5d820531b677580001847761,597b0c6ed573480001404b95,5d6c16f881a8ae00014d49d2,q4,q4,q4,6.0,5.0,6.0,,,
140,5d84e6c5e1adea00016d2a45,5d20d449ebebd10001cb2740,5d7d78aeb7d4db001acb0da0,q4,q4,q4,4.0,6.0,5.0,,,
141,5c59b060c16a6a0001c09337,5b745e5224dc7900017e0d3e,5c51dd37c91d1100017760b8,q4,q4,q4,6.0,3.0,6.0,,,
142,5d0a5e869b4ee500013d5575,5d540a99a620c10016640923,5c82f678a4c44a001484dc00,q4,q4,q4,4.0,4.0,5.0,,,
143,5cbcd05c56524100013b19c0,5d7b411b16c9af0001b42540,5c897696146e370001e063c9,q4,q4,q4,4.0,5.0,5.0,,,
144,5d8896bd68b5810019745311,5728fa200802f2000f3ef195,5c4e7b34620ba700010c5dc6,q4,q4,q4,6.0,5.0,3.0,,,
145,5c976a80bfb5690001eeeb84,5d83908c167afc00192098da,5bdf91dbb32fa800012ea282,q4,q4,q4,6.0,6.0,6.0,,,
146,5d8125f63d05eb0001731115,5d697ea28572fc000126b779,5cb8a8ac317b170001412c87,q4,q4,q4,1.0,6.0,5.0,,,
147,592f1045bb4ce30001bd4fba,5b94df0a1aea7c00010a9668,5d7f8ffae664ab001967d9d3,q4,q4,q4,5.0,6.0,6.0,,,
148,5d7df958cb6cf00001399929,5d4043f25458cb0001d164a0,5d3873197860c8001a106e02,q4,q4,q4,6.0,6.0,6.0,,,
149,5d893d3fc993870001ccd14e,5d02c8fb0b54cc0019dad435,5da03c3607c83700140a3d8f,q4,q4,q4,5.0,6.0,6.0,,,
150,5db29ce254945b003c8ef699,5d19cf08a61758001a10f45d,5c5d821f82757f0001347ea4,q4,q4,q4,5.0,4.0,3.0,,,
151,5c84014bd34170000141b8d6,5aa8890a35237b0001131ea3,59f8868e05d1d60001f1464d,q4,q4,q4,6.0,5.0,6.0,,,
152,5ace82e135eccf0001a11c96,5bf70f0918430e000185be88,5b0eedb316768100010f9023,q4,q4,q4,5.0,1.0,5.0,,,
153,5d1cbebd56f8cf0015425d2a,5c862845c2ceec001719a6bd,5cfd098ecfcee60001c251d6,q4,q4,q4,5.0,5.0,6.0,,,
154,5b222aff59f9620001c109cb,5c5c54c900b69200011bb9b2,5c13ea66afe26c00014d8f05,q4,q4,q4,6.0,5.0,2.0,,,
155,5c65f80affc8240001bf6b8a,578901354a84da00014c41cf,5b5737d3afbff4000112d2f8,q4,q4,q4,5.0,5.0,6.0,,,
156,5be385ba24f70e00018b0024,5c4196dae14431000107574d,5c6eb542045a21000126ab53,q4,q4,q4,4.0,3.0,3.0,,,
157,5901cf755b40770001f29ca6,5d4d038ec270cd001931da3e,5d04c56a0b54cc0001dad608,q4,q4,q4,5.0,6.0,6.0,,,
158,5c6244086937550001232ae6,5c5297ba1841c80001393988,5c676d436f250200012a04e8,q4,q4,q4,3.0,6.0,5.0,,,
159,5a23f9a9d6fdbc00011c9572,5d242f0f7e87460001593ce1,599be413e6e73e00018726a3,q4,q4,q4,5.0,2.0,4.0,,,
160,5b745aefcaefde0001f08744,5932e2c8b97ad00001745487,5c955419bd4bd9001995fa47,q4,q4,q5,6.0,4.0,5.0,,,
161,5d31b301d509220001684de5,5bef1fe8165b120001bb671e,5cf91e3f1756e60017a30568,q4,q4,q5,3.0,6.0,5.0,,,
162,5769c881c8a90000010d9896,5c7c7e42f48c6d0016f6ff9d,591a1f4800a5650001276188,q4,q4,q5,6.0,5.0,4.0,,,
163,5d2eb5cf13d28c001ab7be8a,5c32116524d16c00015b106c,5c4a45dda8c31a000141a752,q4,q4,q5,4.0,6.0,5.0,,,
164,5d4c07075736bc0018d3d811,5cc319416dd042000148019e,5c314de6d5fc960001d2cb93,q4,q4,q5,6.0,6.0,5.0,,,
